decision_id,column_name,target_dim,validation_status,n_affected,claimed_enum_block_example,current_desc_example,suggested_replacement,delusional_ids,mismatched_labels,missing_ids_from_canonical,target_dim_md,resolution_strategy,affected_targets_json,notes,decision,override_text
CashoutModeWeight__Dim_CashoutMode,CashoutModeWeight,Dim_CashoutMode,partial,1,"0=Manual (lowest), 10=Auto Create, 20=Mass Auto Create, 30=Instant Withdrawal (highest","Processing priority weight. Higher values are processed first: 0=Manual (lowest), 10=Auto Create, 20=Mass Auto Create, 30=Instant Withdrawal (highest). Used by payout processing to determine execution order. (Tier 1 - upstream wiki, Dictionary.CashoutMode)","Processing priority weight. Higher values are processed first. FK to Dim_CashoutMode. ). Used by payout processing to determine execution order. (Tier 1 - upstream wiki, Dictionary.CashoutMode)",[],[],"[1, 2, 3]",knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CashoutMode.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CashoutMode.md"", ""line_no"": 108, ""claimed_pairs"": ""0=Manual (lowest; 10=Auto Create; 20=Mass Auto Create; 30=Instant Withdrawal (highest""}]",,,
ClosePositionReasonID__Dim_ClosePositionReason,ClosePositionReasonID,Dim_ClosePositionReason,partial,1,"0=Customer, 1=Stop Loss, 5=Take Profit, 9=Hierarchical Close","Close reason mapped from ActionType. 0=Customer, 1=Stop Loss, 5=Take Profit, 9=Hierarchical Close. (Tier 1 — Trade.PositionTbl)",Close reason mapped from ActionType. FK to Dim_ClosePositionReason. (Tier 1 — Trade.PositionTbl),[],[],"[2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ClosePositionReason.md,heuristic_<X>ID,"[{""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md"", ""line_no"": 400, ""claimed_pairs"": ""0=Customer; 1=Stop Loss; 5=Take Profit; 9=Hierarchical Close""}]",,,
CreditTypeID__Dim_CreditType,CreditTypeID,Dim_CreditType,partial,1,"11=Chargeback, 12=Refund, 16=Refund As ChargeBack, 32=Reverse Deposit","Credit type from External_etoro_history_credit_yesterday. Reversal types: 11=Chargeback, 12=Refund, 16=Refund As ChargeBack, 32=Reverse Deposit. (Tier 2 — SP_Deposit_Reversals_PIPs)",Credit type from External_etoro_history_credit_yesterday. Reversal types. FK to Dim_CreditType. (Tier 2 — SP_Deposit_Reversals_PIPs),[],[],"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 14, 15, 17, 28, 30, 31, 33]",knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CreditType.md,heuristic_<X>ID,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Deposit_Reversals_PIPs.md"", ""line_no"": 100, ""claimed_pairs"": ""11=Chargeback; 12=Refund; 16=Refund As ChargeBack; 32=Reverse Deposit""}]",,,
CurrencyTypeID__Dim_Currency,CurrencyTypeID,Dim_Currency,partial,1,"1=Forex (174), 2=Commodity (533), 4=Indices (203), 5=Stocks (13,044), 6=ETF (1,094), 10=Crypto (686","FK to Dim_CurrencyType (if exists). Asset class: 1=Forex (174), 2=Commodity (533), 4=Indices (203), 5=Stocks (13,044), 6=ETF (1,094), 10=Crypto (686). Determines trading rules, leverage limits, and settlement eligibility. (Tier 1 - Dictionary.Currency upstream wiki)","FK to Dim_CurrencyType (if exists). Asset class. FK to Dim_Currency. ). Determines trading rules, leverage limits, and settlement eligibility. (Tier 1 - Dictionary.Currency upstream wiki)",[],[],"[0, 8]",knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md"", ""line_no"": 135, ""claimed_pairs"": ""1=Forex (174; 2=Commodity (533; 4=Indices (203; 5=Stocks (13; 6=ETF (1; 10=Crypto (686""}]",,,
CurrentRegulationID__Dim_Regulation,CurrentRegulationID,Dim_Regulation,partial,1,"1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI, 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA","Regulatory entity governing this account. FK to Dictionary.Regulation. Values: 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI, 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. DWH note: sourced from EXW_DimUser.RegulationID at time of this SP run. (Tier 1 — BackOffice.Customer)",Regulatory entity governing this account. FK to Dictionary.Regulation. Values. FK to Dim_Regulation. DWH note: sourced from EXW_DimUser.RegulationID at time of this SP run. (Tier 1 — BackOffice.Customer),[],[],[0],knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Regulation.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md"", ""line_no"": 177, ""claimed_pairs"": ""1=CySEC; 2=FCA; 3=NFA; 4=ASIC; 5=BVI; 6=eToroUS; 7=FinCEN; 8=FinCEN+FINRA; 9=FSA Seychelles; 10=ASIC & GAML; 11=FSRA; 12=FINRAONLY; 13=MAS; 14=NYDFS+FINRA""}]",,,
MifidCategorizationID__Dim_MifidCategorization,MifidCategorizationID,Dim_MifidCategorization,partial,1,"1=Retail, 4=Retail Pending, 5=Pending","MiFID II investor classification. FK to Dictionary.MifidCategorization. Values: 1=Retail, 4=Retail Pending, 5=Pending. Default=1. Passthrough from Dim_Customer. (Tier 1 — BackOffice.Customer)",MiFID II investor classification. FK to Dictionary.MifidCategorization. Values. FK to Dim_MifidCategorization. Default=1. Passthrough from Dim_Customer. (Tier 1 — BackOffice.Customer),[],[],"[0, 2, 3]",knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MifidCategorization.md,heuristic_<X>ID,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Blocked_Customers.md"", ""line_no"": 155, ""claimed_pairs"": ""1=Retail; 4=Retail Pending; 5=Pending""}]",,,
RiskClassID__Dim_RiskClassification,RiskClassID,Dim_RiskClassification,partial,1,"1=Medium(50), 2=Low(0), 3=Unacceptable(200), 4=Medium High(75), 5=Medium Low(25","New/current risk classification ID after the AML-driven change. Values from DWH_dbo.Dim_RiskClassification: 0=High(RiskScore=100), 1=Medium(50), 2=Low(0), 3=Unacceptable(200), 4=Medium High(75), 5=Medium Low(25). FK to Dim_RiskClassification. (Tier 3 — DWH_dbo.Dim_RiskClassification)",New/current risk classification ID after the AML-driven change. Values from DWH_dbo.Dim_RiskClassification: 0=High(RiskScore=100). FK to Dim_RiskClassification. ). FK to Dim_RiskClassification. (Tier 3 — DWH_dbo.Dim_RiskClassification),[],[],[0],knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_RiskClassification.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Benchmarks_Risk_Classification.md"", ""line_no"": 123, ""claimed_pairs"": ""1=Medium(50; 2=Low(0; 3=Unacceptable(200; 4=Medium High(75; 5=Medium Low(25""}]",,,
RiskGroupID__Dictionary.RiskGroup,RiskGroupID,Dictionary.RiskGroup,unverifiable,6,"0=None (standard-risk country), 1=High risk country, 2=High risk new clients, 3=High risk FATF jurisdictions (8 countries","Country-level AML risk tier from Dim_Country.RiskGroupID. Values: 0=None (standard-risk country), 1=High risk country, 2=High risk new clients, 3=High risk FATF jurisdictions (8 countries), 4=Verified before deposit (special compliance requirement, not high-risk). Used to further stratify High-AML-Risk customers by their country of residence risk tier. (Tier 1 - upstream wiki, Dim_Country)","Country-level AML risk tier from Dim_Country.RiskGroupID. Values. FK to Dictionary.RiskGroup. ), 4=Verified before deposit (special compliance requirement, not high-risk). Used to further stratify High-AML-Risk customers by their country of residence risk tier. (Tier 1 - upstream wiki, Dim_Country)",[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_High_Risk_Wallet.md"", ""line_no"": 137, ""claimed_pairs"": ""0=None (standard-risk country; 1=High risk country; 2=High risk new clients; 3=High risk FATF jurisdictions (8 countries""}, {""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LimitedAccountsWithReasons.md"", ""line_no"": 202, ""claimed_pairs"": ""0=None; 1=High risk country; 2=High risk for new clients; 3=High risk FATF country; 4=Verified before deposit""}, {""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Monthly_KPIs_Verifications.md"", ""line_no"": 151, ""claimed_pairs"": ""0=None; 1=High risk country; 2=High risk for new clients; 3=High risk FATF country; 4=Verified before deposit""}, {""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Onboarding_Flow_UserKPIs.md"", ""line_no"": 180, ""claimed_pairs"": ""0=None; 1=High risk country; 2=High risk for new clients; 3=High risk FATF country; 4=Verified before deposit""}, {""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_KYC_Verification.md"", ""line_no"": 168, ""claimed_pairs"": ""0=None; 1=High risk country; 2=High risk for new clients; 3=High risk FATF country; 4=Verified before deposit""}, {""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md"", ""line_no"": 170, ""claimed_pairs"": ""0=None; 1=High risk country; 2=High risk for new clients; 3=High risk FATF country; 4=Verified before deposit""}]",,,
SettlementTypeID__Dictionary.SettlementType,SettlementTypeID,Dictionary.SettlementType,unverifiable,4,"0=CFD, 1=Real asset, 5=Margin trade","Position settlement type. Observed values: 0=CFD, 1=Real asset, 5=Margin trade. GROUP BY pass-through. (Tier 2 — SP_DailyCommisionReport)",Position settlement type. Observed values. FK to Dictionary.SettlementType. GROUP BY pass-through. (Tier 2 — SP_DailyCommisionReport),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyCommisionReport_Instrument_Agg.md"", ""line_no"": 198, ""claimed_pairs"": ""0=CFD; 1=Real asset; 5=Margin trade""}, {""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Fact_Customer_Action_Position_Distribution.md"", ""line_no"": 195, ""claimed_pairs"": ""0=CFD; 1=REAL; 2=TRS; 3=CMT; 4=REAL_FUTURES; 5=MARGIN_TRADE""}, {""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PositionPnL_UnrealizedPnL_Close_Adjustment.md"", ""line_no"": 132, ""claimed_pairs"": ""0=CFD; 1=REAL; 2=TRS; 3=CMT; 4=REAL_FUTURES; 5=MARGIN_TRADE""}, {""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md"", ""line_no"": 447, ""claimed_pairs"": ""0=CFD; 1=REAL; 2=TRS; 3=CMT; 4=REAL_FUTURES; 5=MARGIN_TRADE""}]",,,
AML_Rank__Dictionary.AMLRank,AML_Rank,Dictionary.AMLRank,unverifiable,3,"0=None (standard-risk country), 1=High risk country, 2=High risk new clients, 3=High risk FATF jurisdictions (8 countries), 4=Verified before deposit (not high-risk","Country-level AML risk tier from Dim_Country.RiskGroupID. Values: 0=None (standard-risk country), 1=High risk country, 2=High risk new clients, 3=High risk FATF jurisdictions (8 countries), 4=Verified before deposit (not high-risk, special compliance requirement, e.g., Israel). Is_HRC flag uses AML_Rank IN(1,2,3). (Tier 1 - upstream wiki, Dim_Country)","Country-level AML risk tier from Dim_Country.RiskGroupID. Values. FK to Dictionary.AMLRank. special compliance requirement, e.g., Israel). Is_HRC flag uses AML_Rank IN(1,2,3). (Tier 1 - upstream wiki, Dim_Country)",[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Documents_Request.md"", ""line_no"": 155, ""claimed_pairs"": ""0=None (standard-risk country; 1=High risk country; 2=High risk new clients; 3=High risk FATF jurisdictions (8 countries; 4=Verified before deposit (not high-risk""}, {""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_W_AML_PEP_Customers.md"", ""line_no"": 136, ""claimed_pairs"": ""0=None; 1=High risk country; 2=High risk for new clients; 3=High risk FATF country; 4=Verified before deposit""}, {""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_W_AML_PEP_Customers_Trun.md"", ""line_no"": 129, ""claimed_pairs"": ""0=None; 1=High risk country; 2=High risk for new clients; 3=High risk FATF country; 4=Verified before deposit""}]",,,
ChangeTypeID__Dim_CustomerChangeType,ChangeTypeID,Dim_CustomerChangeType,unverifiable,3,"1=open, 6=close, 11=parent split, 12=child split","Position change type code. 1=open, 6=close, 11=parent split, 12=child split. (Tier 2 — SP_Finance_Real_Futures_Custody_And_Transfers, Prep_Data.ChangeTypeID)","Position change type code. FK to Dim_CustomerChangeType. (Tier 2 — SP_Finance_Real_Futures_Custody_And_Transfers, Prep_Data.ChangeTypeID)",[],[],[],knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CustomerChangeType.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Real_Futures_Custody_And_Transfers.md"", ""line_no"": 194, ""claimed_pairs"": ""1=open; 6=close; 11=parent split; 12=child split""}, {""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Futures_Finance_Prep_Data.md"", ""line_no"": 133, ""claimed_pairs"": ""0=Open; 1=Rate/SL change; 6=Close; 11=ChildClose; 12=PartialClose""}, {""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PositionChangeLog.md"", ""line_no"": 123, ""claimed_pairs"": ""0=Initial open; 1=Rate change; 2=Unknown; 5=Unknown (added 2024; 11=Partial close event; 12=Amount adjustment; 13=Unknown""}]",,,
ConversionStatusID__Dictionary.ConversionStatus,ConversionStatusID,Dictionary.ConversionStatus,unverifiable,3,"1=Pending, 2=Failed, 3=Completed, 4=Rejected","FK to Dictionary.ConversionToFiatStatuses. Current status in this transition. Values: 1=Pending, 2=Failed, 3=Completed, 4=Rejected. See [Conversion To Fiat Status](../../_glossary.md#conversion-to-fiat-status). Included in NC index on ConversionId for covering queries. (Tier 1 — C2F.ConversionStatuses)",FK to Dictionary.ConversionToFiatStatuses. Current status in this transition. Values. FK to Dictionary.ConversionStatus. See [Conversion To Fiat Status](././_glossary.md#conversion-to-fiat-status). Included in NC index on ConversionId for covering queries. (Tier 1 — C2F.ConversionStatuses),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2F_E2E.md"", ""line_no"": 149, ""claimed_pairs"": ""1=Pending; 2=Failed; 3=Completed; 4=Rejected""}, {""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2P_E2E.md"", ""line_no"": 151, ""claimed_pairs"": ""1=Pending; 2=Failed; 3=Completed; 4=Rejected""}, {""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Views/V_EXW_C2F_E2E_4Export.md"", ""line_no"": 126, ""claimed_pairs"": ""1=Pending; 2=Failed; 3=Completed; 4=Rejected""}]",,,
RequestLastStatusID__Dictionary.RequestStatus,RequestLastStatusID,Dictionary.RequestStatus,unverifiable,3,"1=Done, 2=Error, 7=TransactionVerified, 31=ReadByConversionWorker","Last-known status ID of the Wallet ConversionToFiat request. Derived by ROW_NUMBER() OVER (PARTITION BY er.Id ORDER BY ers.Timestamp DESC) = 1 from Wallet.RequestStatuses. Values: 1=Done, 2=Error, 7=TransactionVerified, 31=ReadByConversionWorker. (Tier 2 — SP_EXW_C2F_E2E)",Last-known status ID of the Wallet ConversionToFiat request. Derived by ROW_NUMBER() OVER (PARTITION BY er.Id ORDER BY ers.Timestamp DESC) = 1 from Wallet.RequestStatuses. Values. FK to Dictionary.RequestStatus. (Tier 2 — SP_EXW_C2F_E2E),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2F_E2E.md"", ""line_no"": 119, ""claimed_pairs"": ""1=Done; 2=Error; 7=TransactionVerified; 31=ReadByConversionWorker""}, {""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2P_E2E.md"", ""line_no"": 119, ""claimed_pairs"": ""1=Done; 2=Error; 7=TransactionVerified""}, {""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Views/V_EXW_C2F_E2E_4Export.md"", ""line_no"": 96, ""claimed_pairs"": ""1=Done; 2=Error; 7=TransactionVerified; 31=ReadByConversionWorker""}]",,,
WalletTypeId__Dictionary.WalletType,WalletTypeId,Dictionary.WalletType,unverifiable,3,"1=Redeem, 2=Conversion, 3=Funding, 4=Payment, 5=Customer (99.99%), 6=C2F, 7=StakingRefund","Operational purpose of the wallet: 1=Redeem, 2=Conversion, 3=Funding, 4=Payment, 5=Customer (99.99%), 6=C2F, 7=StakingRefund. FK to Dictionary.WalletTypes. DWH note: int in EXW DDL vs tinyint in WalletDB source. In practice always 5 (Customer) within the 7-day window. (Tier 1 — WalletDB.Wallet.CustomerWalletsView)",Operational purpose of the wallet. FK to Dictionary.WalletType. FK to Dictionary.WalletTypes. DWH note: int in EXW DDL vs tinyint in WalletDB source. In practice always 5 (Customer) within the 7-day window. (Tier 1 — WalletDB.Wallet.CustomerWalletsView),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/Hourly_WalletAllocations.md"", ""line_no"": 136, ""claimed_pairs"": ""1=Redeem; 2=Conversion; 3=Funding; 4=Payment; 6=C2F; 7=StakingRefund""}, {""wiki_md"": ""knowledge/synapse/Wiki/EXW_Wallet/Tables/CustomerWalletsView.md"", ""line_no"": 129, ""claimed_pairs"": ""1=unknown; 2=unknown; 3=unknown; 4=unknown; 6=unknown; 7=unknown""}, {""wiki_md"": ""knowledge/synapse/Wiki/EXW_Wallet/Tables/Wallets.md"", ""line_no"": 112, ""claimed_pairs"": ""1=Redeem; 2=Conversion; 3=Funding; 4=Payment; 5=Customer; 6=C2F; 7=StakingRefund""}]",,,
AccountProgramID__Dictionary.AccountProgram,AccountProgramID,Dictionary.AccountProgram,unverifiable,2,"0=Unknown, 1=card (default), 2=iban","Account program type: 0=Unknown, 1=card (default), 2=iban. See Account Program. (Dictionary.AccountPrograms). Determines the fundamental product type (card-based vs IBAN-based banking). DWH note: renamed from `AccountProgramId`. Live: iban=97%, card=3%. (Tier 1 — dbo.FiatAccount)","Account program type. FK to Dictionary.AccountProgram. See Account Program. (Dictionary.AccountPrograms). Determines the fundamental product type (card-based vs IBAN-based banking). DWH note: renamed from `AccountProgramId`. Live: iban=97%, card=3%. (Tier 1 — dbo.FiatAccount)",[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Account_Mappings.md"", ""line_no"": 154, ""claimed_pairs"": ""0=Unknown; 1=card (default; 2=iban""}, {""wiki_md"": ""knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dictionary_AccountProgram.md"", ""line_no"": 90, ""claimed_pairs"": ""0=Unknown; 1=card; 2=iban""}]",,,
AmlProviderId__Dictionary.AmlProvider,AmlProviderId,Dictionary.AmlProvider,unverifiable,2,"1=Chainalysis, 2=BlackList, 3=Unsupported, 4=ChainalysisCDN","The AML screening provider this registration is for: 1=Chainalysis, 2=BlackList, 3=Unsupported, 4=ChainalysisCDN. FK to Dictionary.AmlProviders. (Tier 1 — Wallet.AmlProviderUsers)",The AML screening provider this registration is for. FK to Dictionary.AmlProvider. FK to Dictionary.AmlProviders. (Tier 1 — Wallet.AmlProviderUsers),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_Wallet/Tables/AmlProviderUsers.md"", ""line_no"": 99, ""claimed_pairs"": ""1=Chainalysis; 2=BlackList; 3=Unsupported; 4=ChainalysisCDN""}, {""wiki_md"": ""knowledge/synapse/Wiki/EXW_Wallet/Tables/AmlValidations.md"", ""line_no"": 118, ""claimed_pairs"": ""1=Chainalysis; 3=legacy provider; 4=additional provider""}]",,,
InstanceStatus__Dictionary.InstanceStatus,InstanceStatus,Dictionary.InstanceStatus,unverifiable,2,"4=Risk, 5=Stolen (3.4%), 6=Lost (0.8%), 3=Suspended, 8=Fraud","Current lifecycle status of THIS specific card instance. Resolved via JOIN on eMoney_Dictionary_CardStatus (newest FiatCardStatuses event by EventTimestamp DESC). 0=NotActivated (32.9%), 1=Activated (29.8%), 2=Blocked (11.2%), 7=Expired (21.8%), 4=Risk, 5=Stolen (3.4%), 6=Lost (0.8%), 3=Suspended, 8=Fraud, NULL=0.1%. (Tier 2 — SP_eMoney_Card_Instance_Summary)","Current lifecycle status of THIS specific card instance. Resolved via JOIN on eMoney_Dictionary_CardStatus (newest FiatCardStatuses event by EventTimestamp DESC). 0=NotActivated (32.9%), 1=Activated (29.8%), 2=Blocked (11.2%), 7=Expired (21.8%). FK to Dictionary.InstanceStatus. NULL=0.1%. (Tier 2 — SP_eMoney_Card_Instance_Summary)",[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Card_Instance_Summary.md"", ""line_no"": 137, ""claimed_pairs"": ""4=Risk; 3=Suspended; 8=Fraud""}, {""wiki_md"": ""knowledge/synapse/Wiki/eMoney_dbo/Views/v_eMoney_Card_Instance_Summary.md"", ""line_no"": 119, ""claimed_pairs"": ""4=Risk; 3=Suspended; 8=Fraud""}]",,,
country_criteria_id__Dictionary.GoogleGeoCriteria,country_criteria_id,Dictionary.GoogleGeoCriteria,unverifiable,2,"2840=US, 2826=UK, 2276=DE, 2724=ES, 2414=LTM","Google Ads geographic country criteria ID. Maps to Google geocriteria codes (e.g., 2840=US, 2826=UK, 2276=DE, 2724=ES, 2414=LTM). Enables country-level attribution. Mapped from Fivetran country_criterion_id. (Tier 2 — SP_Adwords_Pref_Conv)",Google Ads geographic country criteria ID. Maps to Google geocriteria codes (e.g. FK to Dictionary.GoogleGeoCriteria. ). Enables country-level attribution. Mapped from Fivetran country_criterion_id. (Tier 2 — SP_Adwords_Pref_Conv),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Geo_Conv.md"", ""line_no"": 124, ""claimed_pairs"": ""2840=US; 2826=UK; 2276=DE; 2724=ES; 2414=LTM""}, {""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Adwords_Geo_Pref.md"", ""line_no"": 123, ""claimed_pairs"": ""2840=US; 2826=UK; 2100=Italy""}]",,,
AccountLimitsGroupId__Dictionary.AccountLimitsGroup,AccountLimitsGroupId,Dictionary.AccountLimitsGroup,unverifiable,1,"44=Green, 45=Black, 80=Black EU EUR","Numeric identifier of the transaction limits group. Corresponds to AccountLimitsGroupName (e.g., 44=Green, 45=Black, 80=Black EU EUR). (Tier 3 — no upstream wiki)",Numeric identifier of the transaction limits group. Corresponds to AccountLimitsGroupName (e.g. FK to Dictionary.AccountLimitsGroup. ). (Tier 3 — no upstream wiki),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/eMoney_Tribe/Tables/CardsSnapshots_Account-513255.md"", ""line_no"": 124, ""claimed_pairs"": ""44=Green; 45=Black; 80=Black EU EUR""}]",,,
AccountProgram__Dictionary.AccountProgram,AccountProgram,Dictionary.AccountProgram,unverifiable,1,"0=Unknown, 1=card, 2=iban","Human-readable name for this value. 0=Unknown, 1=card, 2=iban. (Tier 1 — Dictionary.AccountPrograms)",Human-readable name for this value. FK to Dictionary.AccountProgram. (Tier 1 — Dictionary.AccountPrograms),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dictionary_AccountProgram.md"", ""line_no"": 91, ""claimed_pairs"": ""0=Unknown; 1=card; 2=iban""}]",,,
