object,column,claim_type,wiki_value,truth_value,truth_source,wiki_file,wiki_line,verdict_source,verdict,contradicting_fact_verbatim,raw_context
VU_FactBilling_ForBigQuery,DepositID,description,PK. Uniquely identifies each deposit attempt. HASH distribution key. (Tier 1 — inherited from Fact_BillingDeposit wiki),"Deposit identifier carried from the underlying Fact_BillingDeposit table, where it serves as the primary key. In this BigQuery-export view the column is nullable and has no PK or distribution constraint.",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,50,llm,WRONG,DepositID int NULL,PK. Uniquely identifies each deposit attempt. HASH distribution key. (Tier 1 — inherited from Fact_BillingDeposit wiki)
V_Dim_Date,DateKey,description,PK. Date as YYYYMMDD integer. Clustered index key. REPLICATE distribution. (Tier 3 — DDL inference),Date as YYYYMMDD integer. Logical key of the view. (Tier 3 — DDL inference),LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Date.md,33,llm,WRONG,V_Dim_Date (VIEW),PK. Date as YYYYMMDD integer. Clustered index key. REPLICATE distribution. (Tier 3 — DDL inference)
V_Dim_Date_For_DWHRep,DateKey,description,PK. Date as YYYYMMDD integer. Clustered index key. REPLICATE distribution. (Tier 3 — DDL inference),Date as YYYYMMDD integer. Sourced from the underlying Dim_Date table.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Date_For_DWHRep.md,29,llm,WRONG,DDL of DWH_dbo.V_Dim_Date_For_DWHRep (VIEW),PK. Date as YYYYMMDD integer. Clustered index key. REPLICATE distribution. (Tier 3 — DDL inference)
V_Fact_SnapshotCustomer,RealCID,description,Real (funded) customer ID. Hash distribution key. Primary customer identifier. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),"Real (funded) customer ID. Primary customer identifier. (Hash distribution applies to the underlying table Fact_SnapshotCustomer, not this view.)",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer.md,33,llm,WRONG,DDL of DWH_dbo.V_Fact_SnapshotCustomer (VIEW):,Real (funded) customer ID. Hash distribution key. Primary customer identifier. (Tier 1 — inherited from Fact_SnapshotCustomer wiki)
V_Fact_SnapshotCustomer,RealCID,description,Real (funded) customer ID. Hash distribution key. The primary customer identifier in the DWH ecosystem. FK to Dim_Customer (if exists). 46.4M distinct values. (Tier 2 - SP_Fact_SnapshotCustomer),"Real (funded) customer ID. Primary customer identifier in the DWH ecosystem. FK to Dim_Customer (if exists). Note: hash distribution key applies to the underlying table, not this view.",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer.alter.sql,49,llm,WRONG,DDL of DWH_dbo.V_Fact_SnapshotCustomer (VIEW):,Real (funded) customer ID. Hash distribution key. The primary customer identifier in the DWH ecosystem. FK to Dim_Customer (if exists). 46.4M distinct values. (Tier 2 - SP_Fact_SnapshotCustomer)
V_Fact_SnapshotEquity,TotalMirrorRealFuturesPositionAmount,description,Futures position amounts where MirrorID > 0. (Tier 1 — inherited from Fact_SnapshotEquity wiki),Column TotalMirrorRealFuturesPositionAmount does not exist in V_Fact_SnapshotEquity. Remove this description.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,58,llm,WRONG,"DateKey int NOT NULL
  CID int NOT NULL
  DateRangeID bigint NOT NULL
  TotalPositionsAmount money NOT NULL
  TotalCash money NOT NULL
  InProcessCashouts money NOT NULL
  TotalMirrorPositionsAmount money NOT NULL
  TotalMirrorCash money NOT NULL
  TotalStockOrders money NOT NULL
  TotalMirrorStockOrders money NOT NULL
  RealizedEquity money NOT NULL
  Credit money NOT NULL
  AUM money NOT NULL
  BonusCredit money NULL
  CreditID bigint NULL
  UpdateDate datetime NULL
  TotalStockPositionAmount money NULL
  TotalMirrorStockPositionAmount money NULL
  TotalCryptoPositionAmount money NULL
  TotalMirrorCryptoPositionAmount money NULL
  TotalRealStocks decimal(16,2) NULL
  TotalRealCrypto decimal(16,2) NULL
  TotalRealCryptoLoan decimal(16,2) NULL
  TotalCashCalculation money NULL
  TotalCryptoPositionAmount_TRS decimal(16,2) NULL
  TotalMirrorCryptoPositionAmount_TRS decimal(16,2) NULL
  Total_TRSCrypto decimal(16,2) NULL",Futures position amounts where MirrorID > 0. (Tier 1 — inherited from Fact_SnapshotEquity wiki)
V_Fact_SnapshotEquity,TotalRealFutures,description,Sum of all futures position amounts (IsFuture = 1). (Tier 1 — inherited from Fact_SnapshotEquity wiki),Column TotalRealFutures does not exist in V_Fact_SnapshotEquity. Remove this description.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,59,llm,WRONG,"DateKey int NOT NULL
  CID int NOT NULL
  DateRangeID bigint NOT NULL
  TotalPositionsAmount money NOT NULL
  TotalCash money NOT NULL
  InProcessCashouts money NOT NULL
  TotalMirrorPositionsAmount money NOT NULL
  TotalMirrorCash money NOT NULL
  TotalStockOrders money NOT NULL
  TotalMirrorStockOrders money NOT NULL
  RealizedEquity money NOT NULL
  Credit money NOT NULL
  AUM money NOT NULL
  BonusCredit money NULL
  CreditID bigint NULL
  UpdateDate datetime NULL
  TotalStockPositionAmount money NULL
  TotalMirrorStockPositionAmount money NULL
  TotalCryptoPositionAmount money NULL
  TotalMirrorCryptoPositionAmount money NULL
  TotalRealStocks decimal(16,2) NULL
  TotalRealCrypto decimal(16,2) NULL
  TotalRealCryptoLoan decimal(16,2) NULL
  TotalCashCalculation money NULL
  TotalCryptoPositionAmount_TRS decimal(16,2) NULL
  TotalMirrorCryptoPositionAmount_TRS decimal(16,2) NULL
  Total_TRSCrypto decimal(16,2) NULL",Sum of all futures position amounts (IsFuture = 1). (Tier 1 — inherited from Fact_SnapshotEquity wiki)
V_Fact_SnapshotEquity,TotalMirrorRealFuturesPositionAmount,description,Futures position amounts where MirrorID > 0. (Tier 1 - inherited from Fact_SnapshotEquity wiki),Column TotalMirrorRealFuturesPositionAmount does not exist in V_Fact_SnapshotEquity. Remove this description.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.alter.sql,50,llm,WRONG,"DateKey int NOT NULL
  CID int NOT NULL
  DateRangeID bigint NOT NULL
  TotalPositionsAmount money NOT NULL
  TotalCash money NOT NULL
  InProcessCashouts money NOT NULL
  TotalMirrorPositionsAmount money NOT NULL
  TotalMirrorCash money NOT NULL
  TotalStockOrders money NOT NULL
  TotalMirrorStockOrders money NOT NULL
  RealizedEquity money NOT NULL
  Credit money NOT NULL
  AUM money NOT NULL
  BonusCredit money NULL
  CreditID bigint NULL
  UpdateDate datetime NULL
  TotalStockPositionAmount money NULL
  TotalMirrorStockPositionAmount money NULL
  TotalCryptoPositionAmount money NULL
  TotalMirrorCryptoPositionAmount money NULL
  TotalRealStocks decimal(16,2) NULL
  TotalRealCrypto decimal(16,2) NULL
  TotalRealCryptoLoan decimal(16,2) NULL
  TotalCashCalculation money NULL
  TotalCryptoPositionAmount_TRS decimal(16,2) NULL
  TotalMirrorCryptoPositionAmount_TRS decimal(16,2) NULL
  Total_TRSCrypto decimal(16,2) NULL",Futures position amounts where MirrorID > 0. (Tier 1 - inherited from Fact_SnapshotEquity wiki)
V_Fact_SnapshotEquity,TotalRealFutures,description,Sum of all futures position amounts (IsFuture = 1). (Tier 1 - inherited from Fact_SnapshotEquity wiki),Column TotalRealFutures does not exist in V_Fact_SnapshotEquity. Remove this description.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.alter.sql,51,llm,WRONG,"DateKey int NOT NULL
  CID int NOT NULL
  DateRangeID bigint NOT NULL
  TotalPositionsAmount money NOT NULL
  TotalCash money NOT NULL
  InProcessCashouts money NOT NULL
  TotalMirrorPositionsAmount money NOT NULL
  TotalMirrorCash money NOT NULL
  TotalStockOrders money NOT NULL
  TotalMirrorStockOrders money NOT NULL
  RealizedEquity money NOT NULL
  Credit money NOT NULL
  AUM money NOT NULL
  BonusCredit money NULL
  CreditID bigint NULL
  UpdateDate datetime NULL
  TotalStockPositionAmount money NULL
  TotalMirrorStockPositionAmount money NULL
  TotalCryptoPositionAmount money NULL
  TotalMirrorCryptoPositionAmount money NULL
  TotalRealStocks decimal(16,2) NULL
  TotalRealCrypto decimal(16,2) NULL
  TotalRealCryptoLoan decimal(16,2) NULL
  TotalCashCalculation money NULL
  TotalCryptoPositionAmount_TRS decimal(16,2) NULL
  TotalMirrorCryptoPositionAmount_TRS decimal(16,2) NULL
  Total_TRSCrypto decimal(16,2) NULL",Sum of all futures position amounts (IsFuture = 1). (Tier 1 - inherited from Fact_SnapshotEquity wiki)
V_Fact_SnapshotEquity_FromDateID,TotalMirrorRealFuturesPositionAmount,description,Sum of futures position amounts where MirrorID > 0. (Tier 1 — inherited from Fact_SnapshotEquity wiki),Column TotalMirrorRealFuturesPositionAmount does not exist in V_Fact_SnapshotEquity_FromDateID. This description should be removed.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,65,llm,WRONG,"FromDateID int NOT NULL
  ToDateID int NOT NULL
  CID int NOT NULL
  DateRangeID bigint NOT NULL
  TotalPositionsAmount money NOT NULL
  TotalCash money NOT NULL
  InProcessCashouts money NOT NULL
  TotalMirrorPositionsAmount money NOT NULL
  TotalMirrorCash money NOT NULL
  TotalStockOrders money NOT NULL
  TotalMirrorStockOrders money NOT NULL
  RealizedEquity money NOT NULL
  Credit money NOT NULL
  AUM money NOT NULL
  BonusCredit money NULL
  CreditID bigint NULL
  UpdateDate datetime NULL
  TotalStockPositionAmount money NULL
  TotalMirrorStockPositionAmount money NULL
  TotalCryptoPositionAmount money NULL
  TotalMirrorCryptoPositionAmount money NULL
  TotalRealStocks decimal(16,2) NULL
  TotalRealCrypto decimal(16,2) NULL
  TotalRealCryptoLoan decimal(16,2) NULL
  TotalCashCalculation money NULL
  TotalCryptoPositionAmount_TRS decimal(16,2) NULL
  TotalMirrorCryptoPositionAmount_TRS decimal(16,2) NULL
  Total_TRSCrypto decimal(16,2) NULL",Sum of futures position amounts where MirrorID > 0. (Tier 1 — inherited from Fact_SnapshotEquity wiki)
V_Fact_SnapshotEquity_FromDateID,TotalRealFutures,description,Sum of all futures position amounts (IsFuture = 1). (Tier 1 — inherited from Fact_SnapshotEquity wiki),Column TotalRealFutures does not exist in V_Fact_SnapshotEquity_FromDateID. This description should be removed.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,66,llm,WRONG,"FromDateID int NOT NULL
  ToDateID int NOT NULL
  CID int NOT NULL
  DateRangeID bigint NOT NULL
  TotalPositionsAmount money NOT NULL
  TotalCash money NOT NULL
  InProcessCashouts money NOT NULL
  TotalMirrorPositionsAmount money NOT NULL
  TotalMirrorCash money NOT NULL
  TotalStockOrders money NOT NULL
  TotalMirrorStockOrders money NOT NULL
  RealizedEquity money NOT NULL
  Credit money NOT NULL
  AUM money NOT NULL
  BonusCredit money NULL
  CreditID bigint NULL
  UpdateDate datetime NULL
  TotalStockPositionAmount money NULL
  TotalMirrorStockPositionAmount money NULL
  TotalCryptoPositionAmount money NULL
  TotalMirrorCryptoPositionAmount money NULL
  TotalRealStocks decimal(16,2) NULL
  TotalRealCrypto decimal(16,2) NULL
  TotalRealCryptoLoan decimal(16,2) NULL
  TotalCashCalculation money NULL
  TotalCryptoPositionAmount_TRS decimal(16,2) NULL
  TotalMirrorCryptoPositionAmount_TRS decimal(16,2) NULL
  Total_TRSCrypto decimal(16,2) NULL",Sum of all futures position amounts (IsFuture = 1). (Tier 1 — inherited from Fact_SnapshotEquity wiki)
V_Liabilities,FullDate,description,Calendar date (datetime). From the date dimension via V_M2M_Date_DateRange. (Tier 1 - V_M2M_Date_DateRange.FullDate),"Calendar date (date, not datetime). Sourced from the date dimension via V_M2M_Date_DateRange.FullDate.",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.alter.sql,28,llm,WRONG,FullDate date NOT NULL,Calendar date (datetime). From the date dimension via V_M2M_Date_DateRange. (Tier 1 - V_M2M_Date_DateRange.FullDate)
Vw_STS_User_Operations_Data_History,DateID,description,Date partition key in YYYYMMDD integer format (e.g. `20210901`). Computed in ETL from the `@Yesterday` parameter. Clustered index and partition column. (Tier 1 — inherited from STS_User_Operations_Data_History wiki),Date key in YYYYMMDD integer format (e.g. `20210901`). Inherited from the base table where it serves as a partition/index column; in this view it is a plain exposed column with no index or partition semantics.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Views/Vw_STS_User_Operations_Data_History.md,109,llm,WRONG,Vw_STS_User_Operations_Data_History (VIEW),Date partition key in YYYYMMDD integer format (e.g. `20210901`). Computed in ETL from the `@Yesterday` parameter. Clustered index and partition column. (Tier 1 — inherited from STS_User_Operations_Data_History wiki)
