claim_id,wiki_md,line_no,column_name,n_enum_entries,claimed_pairs,current_desc,enum_block,target_dim,resolution_strategy,target_dim_md,validation_status,delusional_ids,mismatched_labels,missing_ids
knowledge/synapse/Wiki/eMoney_Tribe/Tables/CardsSnapshots_Account-513255.md::AccountLimitsGroupId::L124,knowledge/synapse/Wiki/eMoney_Tribe/Tables/CardsSnapshots_Account-513255.md,124,AccountLimitsGroupId,3,44=Green; 45=Black; 80=Black EU EUR,"Numeric identifier of the transaction limits group. Corresponds to AccountLimitsGroupName (e.g., 44=Green, 45=Black, 80=Black EU EUR). (Tier 3 — no upstream wiki)","44=Green, 45=Black, 80=Black EU EUR",Dictionary.AccountLimitsGroup,irregular_map,,unverifiable,[],[],[]
knowledge/synapse/Wiki/eMoney_Tribe/Tables/CardsSnapshots_Account-513255.md::AccountFeeGroupId::L126,knowledge/synapse/Wiki/eMoney_Tribe/Tables/CardsSnapshots_Account-513255.md,126,AccountFeeGroupId,3,24=Green; 23=Black; 36=Consumer Black EU,"Numeric identifier of the fee group. Corresponds to AccountFeeGroupName (e.g., 24=Green, 23=Black, 36=Consumer Black EU). (Tier 3 — no upstream wiki)","24=Green, 23=Black, 36=Consumer Black EU",Dim_CashoutFeeGroup,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CashoutFeeGroup.md,delusional,"[24, 23, 36]",[],"[1, 2, 3]"
knowledge/synapse/Wiki/eMoney_Tribe/Tables/CardsSnapshots_CardSnapshot-140457.md::CountryCode::L177,knowledge/synapse/Wiki/eMoney_Tribe/Tables/CardsSnapshots_CardSnapshot-140457.md,177,CountryCode,4,276=Germany; 380=Italy; 250=France; 724=Spain,"ISO 3166-1 numeric country code of the cardholder's registered address. Observed values: 826=United Kingdom (78%), 276=Germany, 380=Italy, 250=France, 724=Spain, among 44 countries. Stored as varchar. (Tier 3 — no upstream wiki, grounded in DDL + sample data + distribution analysis)","276=Germany, 380=Italy, 250=France, 724=Spain",Dim_Country,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,delusional,"[276, 380, 250, 724]",[],"[0, 1, 2, 3, 4]"
knowledge/synapse/Wiki/eMoney_Tribe/Tables/SettlementsTransactions_SettlementTransaction-637239.md::Mcc::L214,knowledge/synapse/Wiki/eMoney_Tribe/Tables/SettlementsTransactions_SettlementTransaction-637239.md,214,Mcc,4,5411=Grocery; 5812=Restaurants; 6011=ATM; 7542=Car Wash,"ISO 18245 Merchant Category Code classifying the merchant's business type. Sampled values: 5411=Grocery, 5812=Restaurants, 6011=ATM, 7542=Car Wash. Passed through to ETL_SettlementsTransactions. (Tier 3 — FiatDwhDB.Tribe, no upstream column-level wiki)","5411=Grocery, 5812=Restaurants, 6011=ATM, 7542=Car Wash",Dim_PaymentStatus,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PaymentStatus.md,delusional,"[5411, 5812, 6011, 7542]",[],"[1, 2, 3, 4, 5, 6, 7]"
knowledge/synapse/Wiki/EXW_dbo/External Tables/External_WalletDB_Wallet_TransactionsView.md::TransactionTypeId::L134,knowledge/synapse/Wiki/EXW_dbo/External Tables/External_WalletDB_Wallet_TransactionsView.md,134,TransactionTypeId,15,0=Redeem; 5=ConversionMoneyIn; 6=ConversionMoneyOut; 7=Payment; 8=RedeemAsic; 9=Staking; 1=CustomerMoneyOut; 2=AmlMoneyBack; 4=Funding; 10=BlockChainActivation; 11=OmnibusMoneyOut; 12=ConversionToFiat; 13=ManualUserMoneyOut; 14=StakeAndRewardsRefund; 15=CustomerMoneyBack,"Sent transaction type. Core types: 0=Redeem, 5=ConversionMoneyIn, 6=ConversionMoneyOut, 7=Payment, 8=RedeemAsic, 9=Staking. Also observed in live data: 1=CustomerMoneyOut, 2=AmlMoneyBack, 4=Funding, 10=BlockChainActivation, 11=OmnibusMoneyOut, 12=ConversionToFiat, 13=ManualUserMoneyOut, 14=StakeAndRewardsRefund, 15=CustomerMoneyBack. NULL for received transactions. FK to Dictionary.TransactionTypes in WalletDB. (Tier 1 — Wallet.TransactionsView)","0=Redeem, 5=ConversionMoneyIn, 6=ConversionMoneyOut, 7=Payment, 8=RedeemAsic, 9=Staking. Also observed in live data: 1=CustomerMoneyOut, 2=AmlMoneyBack, 4=Funding, 10=BlockChainActivation, 11=OmnibusMoneyOut, 12=ConversionToFiat, 13=ManualUserMoneyOut, 14=StakeAndRewardsRefund, 15=CustomerMoneyBack",Dim_FundingType,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FundingType.md,delusional,"[5, 6, 7, 8, 9, 2, 4, 10, 11, 12, 13, 14, 15]","[{""id"": 0, ""claimed"": ""Redeem"", ""canonical"": ""can be saved""}, {""id"": 1, ""claimed"": ""CustomerMoneyOut"", ""canonical"": ""single-use""}]",[]
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_AML_Users_Report.md::VerificationLevelID::L205,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_AML_Users_Report.md,205,VerificationLevelID,4,0=unverified; 1=partial; 2=intermediate; 3=fully verified,"KYC verification level. FK to Dictionary.VerificationLevel. Values: 0=unverified, 1=partial, 2=intermediate, 3=fully verified. Default=0. (Tier 1 — BackOffice.Customer)","0=unverified, 1=partial, 2=intermediate, 3=fully verified",Dim_VerificationLevel,heuristic_<X>ID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_VerificationLevel.md,mismatched_labels,[],"[{""id"": 1, ""claimed"": ""partial"", ""canonical"": ""Basic (limited trading""}, {""id"": 3, ""claimed"": ""fully verified"", ""canonical"": ""Full KYC (all features unlocked""}]",[-1]
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_AML_Users_Report.md::PlayerStatusID::L207,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_AML_Users_Report.md,207,PlayerStatusID,3,1=Normal; 5=Warning; 12=Copy Block,"Current player account status. FK to Dictionary.PlayerStatus. 1=Normal, 5=Warning, 12=Copy Block. Values NOT IN (5,1,12) contribute to IsAMLProblematic=1. (Tier 1 — Customer.CustomerStatic)","1=Normal, 5=Warning, 12=Copy Block",Dim_PlayerStatus,heuristic_<X>ID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md,partial,[],[],"[0, 2, 3, 4, 6, 7, 8, 9, 10, 11, 13, 15]"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_AML_Users_Report.md::CountryRankID::L234,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_AML_Users_Report.md,234,CountryRankID,4,0=Open; 1=No Business Allowed; 2=Open For Existing; 3=High Risk EDD,"Country risk rank ID from Dim_Country.RiskGroupID for the user's CountryID. 0=Open, 1=No Business Allowed, 2=Open For Existing, 3=High Risk EDD, NULL=not mapped. (Tier 2 — SP_EXW_UserSettingsWalletAllowance)","0=Open, 1=No Business Allowed, 2=Open For Existing, 3=High Risk EDD",Dictionary.CountryRank,irregular_map,,unverifiable,[],[],[]
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_AML_Users_Report.md::CountryRankDescription::L237,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_AML_Users_Report.md,237,CountryRankDescription,4,0=Open (659; 1=No Business Allowed (20; 2=Open For Existing Customers (7; 3=High Risk clients flow -EDD (10,"Human-readable country risk category. CASE on CountryRankID: 0=Open (659,246), 1=No Business Allowed (20,079), 2=Open For Existing Customers (7,641), 3=High Risk clients flow -EDD (10,930), else=NA (1,956). (Tier 2 — SP_EXW_UserSettingsWalletAllowance)","0=Open (659,246), 1=No Business Allowed (20,079), 2=Open For Existing Customers (7,641), 3=High Risk clients flow -EDD (10",Dictionary.CountryRank,irregular_map,,unverifiable,[],[],[]
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2F_E2E.md::TargetPlatformID::L108,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2F_E2E.md,108,TargetPlatformID,3,1=IbanAccount; 2=EtoroPlatform; 3=EtoroPosition,"Fiat destination type. FK to Dictionary.FiatConversionTargets. Values: 1=IbanAccount, 2=EtoroPlatform, 3=EtoroPosition. See [Fiat Conversion Target](../../_glossary.md#fiat-conversion-target). Determines the downstream routing of fiat proceeds. (Tier 1 — C2F.Conversions)","1=IbanAccount, 2=EtoroPlatform, 3=EtoroPosition",Dim_Platform,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Platform.md,mismatched_labels,[],"[{""id"": 1, ""claimed"": ""IbanAccount"", ""canonical"": ""Web       (browser -- desktop""}, {""id"": 2, ""claimed"": ""EtoroPlatform"", ""canonical"": ""IOS""}, {""id"": 3, ""claimed"": ""EtoroPosition"", ""canonical"": ""Android   (Google native app""}]",[0]
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2F_E2E.md::RequestLastStatusID::L119,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2F_E2E.md,119,RequestLastStatusID,4,1=Done; 2=Error; 7=TransactionVerified; 31=ReadByConversionWorker,"Last-known status ID of the Wallet ConversionToFiat request. Derived by ROW_NUMBER() OVER (PARTITION BY er.Id ORDER BY ers.Timestamp DESC) = 1 from Wallet.RequestStatuses. Values: 1=Done, 2=Error, 7=TransactionVerified, 31=ReadByConversionWorker. (Tier 2 — SP_EXW_C2F_E2E)","1=Done, 2=Error, 7=TransactionVerified, 31=ReadByConversionWorker",Dictionary.RequestStatus,irregular_map,,unverifiable,[],[],[]
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2F_E2E.md::ConversionStatusID::L149,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2F_E2E.md,149,ConversionStatusID,4,1=Pending; 2=Failed; 3=Completed; 4=Rejected,"FK to Dictionary.ConversionToFiatStatuses. Current status in this transition. Values: 1=Pending, 2=Failed, 3=Completed, 4=Rejected. See [Conversion To Fiat Status](../../_glossary.md#conversion-to-fiat-status). Included in NC index on ConversionId for covering queries. (Tier 1 — C2F.ConversionStatuses)","1=Pending, 2=Failed, 3=Completed, 4=Rejected",Dictionary.ConversionStatus,irregular_map,,unverifiable,[],[],[]
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2P_E2E.md::TargetPlatformID::L109,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2P_E2E.md,109,TargetPlatformID,3,1=IbanAccount; 2=EtoroPlatform; 3=EtoroPosition,"Fiat destination type. FK to Dictionary.FiatConversionTargets. Values: 1=IbanAccount, 2=EtoroPlatform, 3=EtoroPosition. See [Fiat Conversion Target](../../_glossary.md#fiat-conversion-target). Determines the downstream routing of fiat proceeds. DWH note: filtered to TargetPlatformID=3 (EtoroPosition) only; no IbanAccount or EtoroPlatform rows in this table. (Tier 1 — C2F.Conversions)","1=IbanAccount, 2=EtoroPlatform, 3=EtoroPosition",Dim_Platform,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Platform.md,mismatched_labels,[],"[{""id"": 1, ""claimed"": ""IbanAccount"", ""canonical"": ""Web       (browser -- desktop""}, {""id"": 2, ""claimed"": ""EtoroPlatform"", ""canonical"": ""IOS""}, {""id"": 3, ""claimed"": ""EtoroPosition"", ""canonical"": ""Android   (Google native app""}]",[0]
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2P_E2E.md::RequestLastStatusID::L119,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2P_E2E.md,119,RequestLastStatusID,3,1=Done; 2=Error; 7=TransactionVerified,"Last-known status ID of the Wallet ConversionToPosition request (RequestTypeId=9). Derived by ROW_NUMBER() OVER (PARTITION BY request Id ORDER BY Timestamp DESC) = 1 from Wallet.RequestStatuses. Values: 1=Done, 2=Error, 7=TransactionVerified. (Tier 2 — SP_EXW_C2F_E2E)","1=Done, 2=Error, 7=TransactionVerified",Dictionary.RequestStatus,irregular_map,,unverifiable,[],[],[]
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2P_E2E.md::ConversionStatusID::L151,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2P_E2E.md,151,ConversionStatusID,4,1=Pending; 2=Failed; 3=Completed; 4=Rejected,"FK to Dictionary.ConversionToFiatStatuses. Current status in this transition. Values: 1=Pending, 2=Failed, 3=Completed, 4=Rejected. See [Conversion To Fiat Status](../../_glossary.md#conversion-to-fiat-status). Included in NC index on ConversionId for covering queries. (Tier 1 — C2F.ConversionStatuses)","1=Pending, 2=Failed, 3=Completed, 4=Rejected",Dictionary.ConversionStatus,irregular_map,,unverifiable,[],[],[]
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser.md::PlayerLevelID::L146,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser.md,146,PlayerLevelID,3,1=Bronze; 4=Internal; 7=Diamond,Customer experience/permission level. FK to Dictionary.PlayerLevel. 1=Bronze; 4=Internal; 7=Diamond. Determines available features and risk limits. Default=0. (Tier 1 — Customer.CustomerStatic),1=Bronze; 4=Internal; 7=Diamond,Dim_PlayerLevel,heuristic_<X>ID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerLevel.md,mismatched_labels,[],"[{""id"": 4, ""claimed"": ""Internal"", ""canonical"": ""Platinum""}]","[0, 2, 3, 5, 6]"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser.md::VerificationLevelID::L147,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser.md,147,VerificationLevelID,4,0=unverified; 1=partial; 2=intermediate; 3=fully verified,"KYC verification level. FK to Dictionary.VerificationLevel. Values: 0=unverified, 1=partial, 2=intermediate, 3=fully verified. Default=0. (Tier 1 — BackOffice.Customer)","0=unverified, 1=partial, 2=intermediate, 3=fully verified",Dim_VerificationLevel,heuristic_<X>ID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_VerificationLevel.md,mismatched_labels,[],"[{""id"": 1, ""claimed"": ""partial"", ""canonical"": ""Basic (limited trading""}, {""id"": 3, ""claimed"": ""fully verified"", ""canonical"": ""Full KYC (all features unlocked""}]",[-1]
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser.md::RegulationID::L156,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser.md,156,RegulationID,14,1=CySEC; 2=FCA; 3=NFA; 4=ASIC; 5=BVI; 6=eToroUS; 7=FinCEN; 8=FinCEN+FINRA; 9=FSA Seychelles; 10=ASIC & GAML; 11=FSRA; 12=FINRAONLY; 13=MAS; 14=NYDFS+FINRA,"Regulatory entity governing this account. FK to Dictionary.Regulation. Changes trigger RegulationChangeDate update. Values in EXW: 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI, 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. (Tier 1 — BackOffice.Customer)","1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI, 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA",Dim_Regulation,heuristic_<X>ID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Regulation.md,partial,[],[],[0]
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser_Enriched.md::PlayerLevelID::L150,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser_Enriched.md,150,PlayerLevelID,3,1=Bronze; 4=Internal; 7=Diamond,Customer experience/permission level. FK to Dictionary.PlayerLevel. 1=Bronze; 4=Internal; 7=Diamond. Determines available features and risk limits. Default=0. (Tier 1 — Customer.CustomerStatic),1=Bronze; 4=Internal; 7=Diamond,Dim_PlayerLevel,heuristic_<X>ID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerLevel.md,mismatched_labels,[],"[{""id"": 4, ""claimed"": ""Internal"", ""canonical"": ""Platinum""}]","[0, 2, 3, 5, 6]"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser_Enriched.md::VerificationLevelID::L151,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser_Enriched.md,151,VerificationLevelID,4,0=unverified; 1=partial; 2=intermediate; 3=fully verified,"KYC verification level. FK to Dictionary.VerificationLevel. Values: 0=unverified, 1=partial, 2=intermediate, 3=fully verified. Default=0. (Tier 1 — BackOffice.Customer)","0=unverified, 1=partial, 2=intermediate, 3=fully verified",Dim_VerificationLevel,heuristic_<X>ID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_VerificationLevel.md,mismatched_labels,[],"[{""id"": 1, ""claimed"": ""partial"", ""canonical"": ""Basic (limited trading""}, {""id"": 3, ""claimed"": ""fully verified"", ""canonical"": ""Full KYC (all features unlocked""}]",[-1]
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser_Enriched.md::RegulationID::L161,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser_Enriched.md,161,RegulationID,10,1=CySEC (311K; 2=FCA (196K; 8=FinCEN+FINRA (61K; 5=BVI (32K; 9=FSA Seychelles (31K; 10=ASIC & GAML (27K; 6=eToroUS (17K; 7=FinCEN (12K; 11=FSRA (8K; 4=ASIC (3K,"Regulatory entity governing this account. FK to Dictionary.Regulation. Changes trigger RegulationChangeDate update. Values in EXW: 1=CySEC (311K), 2=FCA (196K), 8=FinCEN+FINRA (61K), 5=BVI (32K), 9=FSA Seychelles (31K), 10=ASIC & GAML (27K), 6=eToroUS (17K), 7=FinCEN (12K), 11=FSRA (8K), 4=ASIC (3K). (Tier 1 — BackOffice.Customer)","1=CySEC (311K), 2=FCA (196K), 8=FinCEN+FINRA (61K), 5=BVI (32K), 9=FSA Seychelles (31K), 10=ASIC & GAML (27K), 6=eToroUS (17K), 7=FinCEN (12K), 11=FSRA (8K), 4=ASIC (3K",Dim_Regulation,heuristic_<X>ID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Regulation.md,partial,[],[],"[0, 3, 12, 13, 14]"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactPayments.md::FiatID::L119,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactPayments.md,119,FiatID,4,1=USD; 2=EUR; 3=GBP; 5=AUD,"The fiat currency used for payment: 1=USD, 2=EUR, 3=GBP, 5=AUD. FK to Wallet.FiatTypes.Id. (Tier 1 — Wallet.Payments)","1=USD, 2=EUR, 3=GBP, 5=AUD",Dim_Currency,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md,delusional,[3],"[{""id"": 1, ""claimed"": ""USD"", ""canonical"": ""Forex (174""}, {""id"": 2, ""claimed"": ""EUR"", ""canonical"": ""Commodity (533""}, {""id"": 5, ""claimed"": ""AUD"", ""canonical"": ""Stocks (13""}]","[0, 4, 6, 8, 10]"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md::TranStatusID::L166,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,166,TranStatusID,7,0=Pending; 1=Confirmed; 2=Verified; 3=Error; 4=Timeout; 5=PermanentError; 6=WavedError,"Latest status ID. Resolved via correlated subquery: `SELECT TOP 1 StatusId FROM *Statuses ORDER BY Id DESC`. FK to Dictionary.TransactionStatus. DWH note: Renamed from TransStatusId. Live values: 0=Pending, 1=Confirmed, 2=Verified, 3=Error, 4=Timeout, 5=PermanentError, 6=WavedError. (Tier 1 — Wallet.TransactionsView)","0=Pending, 1=Confirmed, 2=Verified, 3=Error, 4=Timeout, 5=PermanentError, 6=WavedError",Dim_PaymentStatus,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PaymentStatus.md,delusional,[0],"[{""id"": 1, ""claimed"": ""Confirmed"", ""canonical"": ""New""}, {""id"": 2, ""claimed"": ""Verified"", ""canonical"": ""Approved""}, {""id"": 3, ""claimed"": ""Error"", ""canonical"": ""Decline""}, {""id"": 4, ""claimed"": ""Timeout"", ""canonical"": ""Technical""}, {""id"": 5, ""claimed"": ""PermanentError"", ""canonical"": ""InProcess""}, {""id"": 6, ""claimed"": ""WavedError"", ""canonical"": ""Canceled""}]",[7]
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md::TransactionTypeID::L189,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,189,TransactionTypeID,14,0=Redeem; 5=ConversionMoneyIn; 6=ConversionMoneyOut; 7=Payment; 8=RedeemAsic; 9=Staking; 1=CustomerMoneyOut; 2=AmlMoneyBack; 4=Funding; 10=BlockChainActivation; 11=OmnibusMoneyOut; 12=ConversionToFiat; 13=ManualUserMoneyOut; 15=CustomerMoneyBack,"Sent transaction type: 0=Redeem, 5=ConversionMoneyIn, 6=ConversionMoneyOut, 7=Payment, 8=RedeemAsic, 9=Staking. NULL for received transactions. FK to Dictionary.TransactionTypes. DWH note: Renamed from TransactionTypeId. Also observed in live data: 1=CustomerMoneyOut, 2=AmlMoneyBack, 4=Funding, 10=BlockChainActivation, 11=OmnibusMoneyOut, 12=ConversionToFiat, 13=ManualUserMoneyOut, 15=CustomerMoneyBack. (Tier 1 — Wallet.TransactionsView)","0=Redeem, 5=ConversionMoneyIn, 6=ConversionMoneyOut, 7=Payment, 8=RedeemAsic, 9=Staking. NULL for received transactions. FK to Dictionary.TransactionTypes. DWH note: Renamed from TransactionTypeId. Also observed in live data: 1=CustomerMoneyOut, 2=AmlMoneyBack, 4=Funding, 10=BlockChainActivation, 11=OmnibusMoneyOut, 12=ConversionToFiat, 13=ManualUserMoneyOut, 15=CustomerMoneyBack",Dim_FundingType,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FundingType.md,delusional,"[5, 6, 7, 8, 9, 2, 4, 10, 11, 12, 13, 15]","[{""id"": 0, ""claimed"": ""Redeem"", ""canonical"": ""can be saved""}, {""id"": 1, ""claimed"": ""CustomerMoneyOut"", ""canonical"": ""single-use""}]",[]
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md::IsRedeem::L191,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,191,IsRedeem,3,0=Redeem; 8=RedeemAsic; 2=Redeem,"Flag: 1 if this transaction is a crypto redemption (withdrawal to blockchain). Sent: TransactionTypeID IN (0=Redeem, 8=RedeemAsic). Received: ReceivedTransactionTypeID IN (2=Redeem, 7) OR matching blockchain TX ID of a sent redemption. 0 otherwise. (Tier 2 — SP_EXW_Fact_Transactions)","0=Redeem, 8=RedeemAsic). Received: ReceivedTransactionTypeID IN (2=Redeem",,irregular_map,,no_target,[],[],[]
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md::IsConversion::L192,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,192,IsConversion,4,5=ConversionMoneyIn; 6=ConversionMoneyOut; 4=ConversionToEtoro; 5=ConversionFromEtoro,"Flag: 1 if this transaction is a crypto conversion. Sent: TransactionTypeID IN (5=ConversionMoneyIn, 6=ConversionMoneyOut). Received: ReceivedTransactionTypeID IN (4=ConversionToEtoro, 5=ConversionFromEtoro). 0 otherwise. (Tier 2 — SP_EXW_Fact_Transactions)","5=ConversionMoneyIn, 6=ConversionMoneyOut). Received: ReceivedTransactionTypeID IN (4=ConversionToEtoro, 5=ConversionFromEtoro",,irregular_map,,no_target,[],[],[]
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md::ReceivedTransactionTypeID::L202,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,202,ReceivedTransactionTypeID,4,1=MoneyIn; 2=Redeem; 5=ConversionFromEtoro; 6=Payment,"Type classification for received transactions. From EXW_Wallet.ReceivedTransactions.ReceivedTransactionTypeId (LEFT JOIN on TranID=Id WHERE ActionTypeID=2). NULL for all sent transactions. Values: 1=MoneyIn, 2=Redeem, 5=ConversionFromEtoro, 6=Payment. FK to WalletDB_Dictionary_ReceivedTransactionTypes. (Tier 2 — SP_EXW_Fact_Transactions via ReceivedTransactions)","1=MoneyIn, 2=Redeem, 5=ConversionFromEtoro, 6=Payment",Dim_FundingType,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FundingType.md,delusional,"[2, 5, 6]","[{""id"": 1, ""claimed"": ""MoneyIn"", ""canonical"": ""single-use""}]",[0]
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md::LevelId::L154,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,154,LevelId,5,1=EventualyConsolidated; 2=AllDiff; 3=EtoroDiffBoth; 11=API errors; 12=InternalError,"FK to Dictionary.FinanceReportLevel classifying the reconciliation outcome. Initially set to 100 (InitialDiscrepancy) if balance exceeds threshold, NULL otherwise. Refined by UpdateReportRecords: 1=EventualyConsolidated, 2=AllDiff, 3=EtoroDiffBoth, 5-11=API errors, 12=InternalError. Distribution: NULL=96.9%, 3=1.5%, 2=0.35%, 1=0.24%. (Tier 1 — WalletBalancesReportDB.Wallet.FinanceReportRecords)","1=EventualyConsolidated, 2=AllDiff, 3=EtoroDiffBoth, 5-11=API errors, 12=InternalError",Dim_VerificationLevel,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_VerificationLevel.md,delusional,"[11, 12]","[{""id"": 1, ""claimed"": ""EventualyConsolidated"", ""canonical"": ""Basic (limited trading""}, {""id"": 2, ""claimed"": ""AllDiff"", ""canonical"": ""Intermediate (POI submitted""}, {""id"": 3, ""claimed"": ""EtoroDiffBoth"", ""canonical"": ""Full KYC (all features unlocked""}]","[-1, 0]"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md::VerificationLevelID::L164,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,164,VerificationLevelID,3,1=Level 1; 2=Phone verified; 3=KYC approved,"KYC verification tier at snapshot date. Sourced from DWH_dbo.Fact_SnapshotCustomer. FK to Dim_VerificationLevel (1=Level 1, 2=Phone verified, 3=KYC approved). (Tier 2 — SP_EXW_FinanceReportsBalancesNew via Fact_SnapshotCustomer)","1=Level 1, 2=Phone verified, 3=KYC approved",Dim_VerificationLevel,heuristic_<X>ID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_VerificationLevel.md,mismatched_labels,[],"[{""id"": 1, ""claimed"": ""Level 1"", ""canonical"": ""Basic (limited trading""}, {""id"": 2, ""claimed"": ""Phone verified"", ""canonical"": ""Intermediate (POI submitted""}, {""id"": 3, ""claimed"": ""KYC approved"", ""canonical"": ""Full KYC (all features unlocked""}]","[-1, 0]"
